incident_id,attack_vector_primary,downtime_hours,data_compromised_records,data_type,systems_affected,attack_vector_secondary,attack_chain,company_revenue_usd,employee_count,market_cap_at_disclosure,is_public_company,total_loss_usd,direct_loss_usd,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,days_to_price_recovery,volume_ratio_disclosure,p_value_1d,quality_score,quality_grade,confidence_tier,company_name,country_hq,industry_primary,industry_secondary,stock_ticker_x,incident_date,incident_date_estimated,discovery_date,disclosure_date,attributed_group,attribution_confidence,data_source_primary,data_source_secondary,data_source_type,review_flag,notes_x,created_at_x,updated_at_x,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,notes_y,created_at_y,updated_at_y,stock_ticker_y,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,pre_incident_volatility_30d,post_incident_volatility_30d,notes,created_at,updated_at
2023-1129-001,supply_chain,51.04,,,"backup_systems,HR_systems,website",,Compromised third-party software update ? trojanized DLL sideloaded ? C2 beacon established ? persistent access across customer environments,2353883354.47,5568,17407390655.24,TRUE,12558379.6,7081417.88,3977008.16,1499953.56,,2769220.94,-0.027898,-0.037788,-0.039934,184,3.6472,0.59375,70.53,Silver,2,Victoria Group Corp.,CA,52,,VICT.TO,2023-11-29,FALSE,2023-12-06,2023-12-22,BianLian,confirmed,https://www.victoria-group-corp.com/newsroom/2023/06/security-update,,company_pr,,Multiple subsidiaries affected across 5 jurisdictions,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,9594624.89,16054298.44,13250713.95,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,VICT.TO,32.87,33.14,32.22,31.89,31.82,754723,2752599,S&P 500 Financials,-0.002211,-0.032215,-0.037788,-0.039934,-0.040541,-2.8125,-3.0185,0.49075,FALSE,0.015873,0.018653,CEO resignation announced 7 days post-disclosure; confounding event flagged,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1201-001,apt,11.17,29241,mixed,"SCADA,cloud_infrastructure,backup_systems",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,5652901587.08,20468,42137873369.88,TRUE,11079916.45,6304926.26,3911487.29,863502.9,,,-0.037695,-0.013108,-0.021259,38,3.8812,0.87045,85.88,Gold,4,Phoenix Harbor Group SAS,FR,54,,PHOE.PA,2023-12-01,FALSE,2024-01-02,2024-01-23,,,https://www.bleepingcomputer.com/news/security/phoenix-harbor-group-sas-hit-by-cyberattack-2023/,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,disclosed,8071349.32,18261780.73,11690744.2,CPI-U 2023 (304.702),Regulatory fine reduced 59% on appeal based on demonstrated remediation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,PHOE.PA,35.07,34.5,33.2,34.05,33.77,1955876,7591220,S&P 500,0.005169,-0.046102,-0.013108,-0.021259,-0.008891,-2.2591,-1.7519,1,FALSE,0.013497,0.016441,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-001,ransomware,19.05,1474963,mixed,"customer_database,cloud_infrastructure",data_breach,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,760011461.36,3539,4734557506.24,TRUE,102437748.81,52066109.48,36926475.03,10196721.4,,53133710.53,-0.056546,-0.058674,-0.019761,23,1.876,0.4257,90.97,Gold,1,Timber Baltic Labs Corp.,US,62,,TBL,2023-12-09,TRUE,2024-01-12,2024-01-22,,,https://www.cnil.fr/decisions/2023/07/INQ-2023-00179,https://www.theregister.com/2023/01/09/timber-baltic-labs-c_security_incident/,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,6134568.6,3248442.9,congressional testimony,estimated,69221143.86,135025438.25,108085067.52,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,TBL,9.38,9.19,8.67,8.65,9.01,478373,897412,S&P 500 Health Care,0.006586,-0.054768,-0.058674,-0.019761,-0.015244,-3.1486,-0.5836,1,TRUE,0.02365,0.027048,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-002,apt,13.2,3024,PII,"VPN,backup_systems",,,7745461210.59,20251,59251004587.56,TRUE,15880510.87,6600000,7704740.5,1575770.37,,,-0.05681,-0.075427,-0.052285,131,3.7445,0.4085,78.46,Silver,1,ProvidentFund Holdings Corp.,CA,52,,PROV.TO,2023-12-09,FALSE,2023-12-28,2024-01-20,Scattered_Spider,unknown,https://www.bfdi.bund.de/decisions/2023/03/INQ-2023-00427,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001828079&type=8-K&dateb=20231016&owner=include&count=10,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,12307659.82,20129520.32,16755991.9,CPI-U 2023 (304.702),Loss estimate based on Ponemon per-record cost methodology ($4.19/record),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,PROV.TO,43.44,42.55,40.13,39.34,40.33,5712640,21391108,S&P 500 Financials,0.00565,-0.069932,-0.075427,-0.052285,-0.059649,-3.183,-2.954,0.523,FALSE,0.017831,0.027995,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-003,data_breach,,11460,mixed,"cloud_infrastructure,manufacturing_OT",apt,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,1589014590.37,3331,8435863655.68,TRUE,665067514.09,267379208.54,312168492.99,84768790.22,751022.34,,-0.018855,-0.016794,-0.016554,5,2.4011,1,76.48,Silver,4,StLouis Power Holdings Inc.,US,22,,STLO,2023-12-09,FALSE,2023-12-23,2024-02-06,,,https://www.theregister.com/2023/09/25/stlouis-power-holdin_security_incident/,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,514024784.72,977389957.7,701732203.2,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,STLO,19.04,17.97,17.63,17.67,17.67,202044,485133,S&P 500 Utilities,-0.004167,-0.017688,-0.016794,-0.016554,-0.013535,-1.9722,-0.8326,1,FALSE,0.024952,0.040414,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1212-001,malware,97.45,,,"manufacturing_OT,cloud_infrastructure",,Trojanized installer via SEO-poisoned download ? fileless PowerShell execution ? registry run-key persistence ? credential dumping via LSASS ? data staged for exfil,787476791.09,4572,1849602590.06,TRUE,13274222.4,8216060.11,3962254.14,1095908.15,,,-0.018192,-0.036761,-0.031201,83,3.1158,1,78.85,Silver,2,Winnipeg Sciences Holdings Inc.,CA,62,,WINN.TO,2023-12-12,FALSE,2024-02-13,2024-03-31,REvil,confirmed,https://www.winnipeg-sciences-holding.com/newsroom/2023/04/security-update,https://unit42.paloaltonetworks.com/threat-brief-winnipeg-sciences-ho-2023/,company_pr,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,10342529.21,16482860.55,14006020.64,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,WINN.TO,8.85,8.06,7.91,7.76,7.81,1417960,4418056,S&P 500 Health Care,-0.01451,-0.015632,-0.036761,-0.031201,-0.022367,-1.523,-2.4011,0.79945,FALSE,0.010568,0.015002,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1212-002,ransomware,16.26,1781308,mixed,"file_servers,active_directory,manufacturing_OT",,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,118525073.23,434,929751977.17,TRUE,29137877.69,13057976.67,11695284.03,3747117.39,,,-0.046027,-0.025178,-0.042558,77,3.3953,0.57965,83.29,Silver,1,Lynx Precision Systems Corp.,JP,31-33,,LPS.T,2023-12-12,FALSE,2024-02-13,2024-02-29,BianLian,suspected,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001942416&type=8-K&dateb=20230425&owner=include&count=10,,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,889714.71,637499.6,court filing,estimated,23343399.95,34285468.08,30744227.73,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,LPS.T,15.59,13.93,13.29,13.58,13.34,2107040,7153978,S&P 500 Industrials,0.015915,-0.056021,-0.025178,-0.042558,-0.055615,-2.8407,-2.2245,0.88775,FALSE,0.028767,0.0454,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1213-001,apt,42.7,69445,PII,"customer_database,cloud_infrastructure",,Zero-day exploit in edge device ? fileless implant in memory ? scheduled task persistence ? low-and-slow data staging ? encrypted exfiltration over DNS tunneling,1164871373.59,6957,2333507156.61,TRUE,3804950.01,2206122.57,845870.3,752957.14,,,-0.043183,-0.0094,0.00458,28,2.8699,0.74125,60.15,Bronze,1,Austin Trading Group Inc.,US,44-45,,AUS1,2023-12-13,FALSE,2023-12-15,2023-12-31,Turla,probable,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001265494&type=8-K&dateb=20230526&owner=include&count=10,https://www.edpb.europa.eu/decisions/2023/05/INQ-2023-00520,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,2303613.84,5217406.15,4014714.14,CPI-U 2023 (304.702),Regulatory fine imposed under GDPR Article 83(5)(a) by DPA,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,AUS1,15.9,15.34,14.68,15.2,15.41,587217,1685264,S&P 500 Consumer Discretionary,-0.017619,-0.03458,-0.0094,0.00458,0.020772,-2.5175,0.4827,1,FALSE,0.034704,0.039524,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1214-001,supply_chain,,,,"email,SCADA,customer_database,HR_systems,cloud_infrastructure",,Compromised third-party software update ? trojanized DLL sideloaded ? C2 beacon established ? persistent access across customer environments,17651968152.39,65575,108959470452.3,TRUE,7773167.06,4758332.84,1803463.66,1211370.56,,2516272.49,-0.034562,-0.027363,0.00891,57,3.5092,0.0002,79.68,Silver,2,Bordeaux Insurance SA,FR,52,,BORD.PA,2023-12-14,FALSE,2023-12-15,2023-12-27,Turla,probable,https://www.bordeaux-insurance-sa.com/newsroom/2023/10/security-update,,company_pr,,Employee count approximate; sourced from LinkedIn company page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,calculated,4790095.81,11678494.69,8201696.12,CPI-U 2023 (304.702),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BORD.PA,255.42,251.79,243.09,244.9,254.03,1498948,5260039,S&P 500 Financials,-0.018686,-0.037183,-0.027363,0.00891,-0.010062,-4.4273,0.1802,1,FALSE,0.025771,0.046188,Elevated options activity detected 5 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1230-001,phishing,,24550,mixed,"SSO,ERP,CRM,cloud_infrastructure,VPN",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,622598311.4,1593,3841807928.89,TRUE,2756339.15,1472901.06,456421.57,475608.74,351407.78,,-0.014891,-0.03737,-0.032656,341,3.0649,1,86.57,Gold,1,Newcastle Analytics Pty Ltd.,AU,51,,NEWC.AX,2023-12-30,FALSE,2024-01-07,2024-01-15,Sandworm,confirmed,https://www.bfdi.bund.de/decisions/2023/11/INQ-2023-00143,https://www.crowdstrike.com/blog/newcastle-analytics--intrusion-analysis-2023/,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,1684725.85,4937212.8,2908294.13,CPI-U 2023 (304.702),Recovery costs include $8.2M for forensic investigation by Secureworks,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,NEWC.AX,8.64,8.06,7.94,7.76,7.8,2001524,6134434,S&P 500 Information Technology,0.023441,-0.019007,-0.03737,-0.032656,-0.026464,-1.0752,-2.0417,0.97915,FALSE,0.039802,0.061751,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0101-001,trojan,,7978,mixed,"CRM,file_servers,ERP,SCADA",,Drive-by download from compromised ad network ? remote access trojan deployment ? keylogger activation ? credential theft ? lateral movement to file servers,6389009384.27,30132,28453857939.97,TRUE,9983427.83,4726093.11,4445345.63,811989.09,,2363127.81,-0.039536,-0.056863,-0.042151,226,3.5149,1,93.4,Gold,1,Borealis Paladin Services Pte. Ltd.,SG,54,,BPS.SI,2024-01-01,TRUE,2024-03-06,2024-03-17,RansomHub,probable,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001888811&type=8-K&dateb=20240913&owner=include&count=10,https://www.mandiant.com/resources/blog/borealis-paladin-ser-incident-response-2024,sec_filing,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,calculated,6337152.69,15085199.31,10199472.65,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,BPS.SI,52.26,46.98,45.12,44.31,45,405825,1426415,S&P 500,0.028749,-0.048632,-0.056863,-0.042151,-0.031195,-1.8538,-2.7621,0.61895,FALSE,0.022724,0.041768,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0107-001,backdoor,,,,payment_systems,,Exploitation of unpatched VPN appliance ? web shell implant ? SSH backdoor installed ? persistent access maintained for 6+ months ? bulk data exfiltration,13786299333.98,46925,67622520282.55,TRUE,29647218.87,15844523.78,12044598.64,1758096.45,,10239134.02,-0.049546,-0.05051,-0.011652,45,3.6836,0.0002,77.47,Silver,1,Compass Mold Materials S.A.,BR,31-33,,CMM.SA,2024-01-07,FALSE,2024-07-07,2024-07-19,Cuba_Ransomware,confirmed,https://www.bfdi.bund.de/decisions/2024/01/INQ-2024-00032,,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,22489596.42,50176204.48,30288794.9,CPI-U 2024 (314.69),Cyber insurance policy sublimit of $11.6M applied; excess borne by company,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CMM.SA,88.61,86.98,82.67,82.59,85.97,322000,1186135,S&P 500 Industrials,-0.007038,-0.057794,-0.05051,-0.011652,0.011537,-4.0269,-0.4269,1,TRUE,0.017888,0.035374,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0107-002,data_breach,,39780,PII,"active_directory,file_servers",,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,10505074848.13,24844,79964735391.93,TRUE,59473850.38,30560671.62,25724999.21,2883848.49,304331.06,16423900.33,-0.019208,-0.009648,-0.035359,141,3.0186,1,71.62,Silver,3,Archer Code Microsystems Group Inc.,PT,51,,ACM.LS,2024-01-07,FALSE,2024-01-17,2024-02-10,,,https://www.mandiant.com/resources/blog/archer-code-microsys-incident-response-2024,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001551510&type=8-K&dateb=20240228&owner=include&count=10,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,36226754.39,97234403.92,60760884.99,CPI-U 2024 (314.69),Business interruption losses estimated from quarterly revenue delta,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ACM.LS,64.15,60.27,59.11,59.69,58.14,664891,2007019,S&P 500 Information Technology,0.024247,-0.023224,-0.009648,-0.035359,-0.034035,-1.9435,-1.8844,1,FALSE,0.016386,0.032076,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0116-001,backdoor,,,,"website,active_directory,SCADA,file_servers,CRM",,Exploitation of unpatched VPN appliance ? web shell implant ? SSH backdoor installed ? persistent access maintained for 6+ months ? bulk data exfiltration,11603672378.16,118107,58180561038.7,TRUE,4465555.19,2200000,1989349.09,276206.1,,,-0.04178,-0.035161,-0.021743,284,2.3963,0.0002,78.69,Silver,3,Campbell Sciences GmbH,DE,62,,CAMP.DE,2024-01-16,FALSE,2024-07-19,2024-08-12,BlackCat/ALPHV,probable,https://blog.talosintelligence.com/2024/03/campbell-sciences-gm-campaign.html,,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,estimated,3629290.92,7007580.91,4562191.34,CPI-U 2024 (314.69),Direct costs confirmed via SEC 8-K filing on 2024-10-23,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CAMP.DE,123.65,125.49,120.25,121.08,122.76,937814,2247295,S&P 500 Health Care,0.011738,-0.051527,-0.035161,-0.021743,-0.026358,-5.5922,-1.2148,1,FALSE,0.024207,0.042025,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0117-001,data_breach,,1002,health,"website,manufacturing_OT,email,SSO",phishing,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,35607446.26,67,92675501.61,TRUE,2712260.56,1300000,1276989.44,135271.12,,1183348.33,-0.040645,-0.037537,-0.021569,82,3.5402,0.0002,82.18,Silver,1,Marshall Security Corp.,US,51,,MAR1,2024-01-17,TRUE,2024-01-25,2024-02-07,BlackCat/ALPHV,unknown,https://www.cnil.fr/decisions/2024/12/INQ-2024-00330,https://www.marshall-security-corp.com/newsroom/2024/06/security-update,gdpr_notification,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,2184893,3510846.73,2770954.81,CPI-U 2024 (314.69),Regulatory fine reduced 36% on appeal based on demonstrated remediation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,MAR1,11.29,10.77,10.33,10.37,10.54,6170979,21846261,S&P 500 Information Technology,-0.019971,-0.041025,-0.037537,-0.021569,-0.019411,-6.3887,-0.7585,1,FALSE,0.026369,0.04479,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0129-001,ransomware,,41115,financial,"SSO,VPN,manufacturing_OT,email,HR_systems",,,4988447431.27,34304,34934527631.6,TRUE,202601730.9,93600000,80196997.13,28559799.91,75949.93,47509153.25,-0.031349,-0.030985,-0.007335,54,2.6491,1,94.88,Gold,2,MatrixStruct Defense Corp.,KR,31-33,,MATR.KS,2024-01-29,FALSE,2024-02-13,2024-03-01,Hunters_International,suspected,https://www.matrixstruct-defense-corp.com/newsroom/2024/09/security-update,,company_pr,,Partial remediation completed within 48h; full recovery took 45 days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,518019.92,168983.93,congressional testimony,disclosed,146700319.91,360822143.9,206986102.15,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,MATR.KS,60.92,58.19,56.37,56.39,57.76,1264115,3348709,S&P 500 Industrials,0.009539,-0.028055,-0.030985,-0.007335,0.006457,-1.2132,-0.3041,1,FALSE,0.018598,0.03065,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0130-001,data_breach,,,,"VPN,manufacturing_OT,payment_systems",,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,20948174181.57,69190,57589271830.99,TRUE,5668782.62,2562448.06,2892704.6,213629.96,,,-0.063844,-0.000811,-0.006087,60,3.93,0.4127,71.99,Silver,4,Talon Nexus Production Ltd.,GB,31-33,,TNP.L,2024-01-30,FALSE,2024-01-30,2024-03-10,,,https://www.bleepingcomputer.com/news/security/talon-nexus-production-lt-hit-by-cyberattack-2024/,,verified_media,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,calculated,3937073.07,8907830.28,5791457.03,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,TNP.L,270.02,269.11,251.93,268.89,267.47,253034,994421,S&P 500 Industrials,0.007075,-0.075326,-0.000811,-0.006087,-0.002444,-3.1746,-0.2984,1,FALSE,0.031603,0.038225,Low pre-incident trading volume reduces baseline reliability; interpret with caution,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0202-001,ddos,31,,,"SCADA,cloud_infrastructure",,Multi-vector botnet activation ? volumetric UDP reflection (900 Gbps peak) ? application-layer HTTP/2 flood ? 18-hour service degradation,1314461627.95,9017,7355688397.88,TRUE,10825406.29,5504213.41,4007049.56,1314143.32,,6940892.09,-0.004017,-0.013125,-0.009616,28,3.9233,1,55.8,Bronze,3,MedNeuro Genomics Holdings Ltd.,IN,62,,MEDN.NS,2024-02-02,FALSE,2024-02-12,2024-02-20,,,https://unit42.paloaltonetworks.com/threat-brief-medneuro-genomics-ho-2024/,,cybersecurity_firm,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,8534536.92,13973925.18,11059671.81,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,MEDN.NS,12.67,13.09,13.04,12.92,12.96,14143843,55490054,S&P 500 Health Care,0.006983,-0.004453,-0.013125,-0.009616,-0.015718,-0.2705,-0.6086,1,FALSE,0.012334,0.016087,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0203-001,data_breach,,309074,mixed,file_servers,,Misconfigured cloud storage bucket discovered by automated scanner ? bulk data download over 72 hours ? data posted to dark web marketplace,11302476451.97,42664,18885907662.68,TRUE,116398036.6,59220346.59,49786907.11,7200183.56,190599.34,31992050.75,-0.013072,-0.005538,-0.009663,11,1.8859,1,58.3,Bronze,3,Epoch Radiant Exploration Holdings PLC,GB,21,,ERE.L,2024-02-03,FALSE,2024-02-08,2024-03-13,,,https://therecord.media/2024/03/02/epoch-radiant-exploration-breached,https://www.mandiant.com/resources/blog/epoch-radiant-explor-incident-response-2024,verified_media,low_quality_score,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,calculated,81403933.36,145354815.74,118916930.21,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,ERE.L,84.35,89.34,88.17,88.85,88.48,2204633,4157716,S&P 500 Energy,-0.007155,-0.015238,-0.005538,-0.009663,0.001472,-0.705,-0.4671,1,FALSE,0.022327,0.029677,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0205-001,phishing,,1000,mixed,"payment_systems,active_directory,SSO,HR_systems,manufacturing_OT",,Spear-phishing campaign targeting finance team ? credential harvesting through cloned SSO portal ? email account compromise ? BEC wire transfer or data exfiltration,1123034315.36,18628,7068187170.4,TRUE,9140064.82,4800000,3650421.34,689643.48,,,-0.028195,-0.030427,0.002771,17,2.248,0.393,62.15,Bronze,4,Cobalt Retreat Hotels Holdings Inc.,US,72,,CRH,2024-02-05,FALSE,2024-02-08,2024-02-24,,,https://www.bleepingcomputer.com/news/security/cobalt-retreat-hotels-hol-hit-by-cyberattack-2024/,,verified_media,,Initially reported as IT maintenance outage; later reclassified as security incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,,,,estimated,5537557.95,15800499.24,9337858.97,CPI-U 2024 (314.69),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CRH,11.44,11.48,11.16,11.13,11.51,3824928,8598453,S&P 500 Consumer Discretionary,0.013276,-0.031958,-0.030427,0.002771,0.005323,-3.214,0.111,1,FALSE,0.013157,0.020588,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0302-001,ddos,55.71,,,"CRM,ERP",,,8048202471.9,59433,37232866639.79,TRUE,106897774.24,67982891.15,22575253.22,16339629.87,,36142621.55,-0.019477,-0.011375,-0.009024,53,2.0797,1,98.87,Gold,3,Silver Granite Freight Inc.,CA,48-49,,SGF.TO,2024-03-02,FALSE,2024-03-19,2024-04-03,DarkSide,suspected,https://www.mandiant.com/resources/blog/silver-granite-freig-incident-response-2024,,cybersecurity_firm,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,calculated,,,,disclosed,89344154.03,169719026.36,109211078.9,CPI-U 2024 (314.69),"Loss methodology: Monte Carlo simulation with 10,000 iterations (95th percentile)",2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,SGF.TO,55.19,54.85,53.78,54.23,54.36,370906,771385,S&P 500 Industrials,0.012847,-0.018426,-0.011375,-0.009024,0.006099,-1.7773,-0.6382,1,FALSE,0.012896,0.01549,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0307-001,ddos,17.8,,,"payment_systems,ERP,CRM,email,cloud_infrastructure",,,9568126199.39,43459,76094162499.88,TRUE,21355126.83,12000000,8551704.87,803421.96,,,-0.028768,-0.031881,-0.012431,28,2.5298,1,67.04,Bronze,1,GridInfracore Utilities Corp.,US,22,,GRID,2024-03-07,FALSE,2024-06-10,2024-09-16,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001085695&type=8-K&dateb=20241221&owner=include&count=10,,sec_filing,,Insider threat component confirmed alongside external intrusion,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,estimated,,,,disclosed,16189978.41,29286720.25,21817259.13,CPI-U 2024 (314.69),,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,GRID,122.41,116.76,113.4,113.04,115.31,2904542,7348017,S&P 500 Utilities,0.009278,-0.023295,-0.031881,-0.012431,-0.014015,-1.9835,-0.6559,1,FALSE,0.034868,0.058645,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0310-001,ransomware,55.62,125553,mixed,"SCADA,CRM,VPN",,Phishing email with weaponized attachment ? credential theft via Mimikatz ? lateral movement via RDP/SMB ? Active Directory compromise ? ransomware deployment across domain-joined hosts,64670227432.13,155015,213151949688.88,TRUE,74326807.29,32476026.05,34064591.21,7169316.26,,20828644.14,-0.078542,-0.040654,-0.008624,57,1.9934,0.0678,83.91,Silver,1,Citadel Reserve Securities Holdings Inc.,US,52,,CRS,2024-03-10,FALSE,2024-04-11,2024-04-29,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001159953&type=8-K&dateb=20240322&owner=include&count=10,https://blog.talosintelligence.com/2024/05/citadel-reserve-secu-campaign.html,sec_filing,,Third-party managed service provider was initial entry point,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,disclosed,735137.29,616873.77,insurance claim record,estimated,57967993.79,128600052.71,75935265,CPI-U 2024 (314.69),Legal fees reflect engagement of AmLaw 100 firm for class-action defense,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z,CRS,454.45,462.4,426.08,443.6,458.41,2588440,5159695,S&P 500 Financials,0.004541,-0.065298,-0.040654,-0.008624,-0.009583,-3.8644,-0.3154,1,TRUE,0.024893,0.048193,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
